group_ID,ecosystem,scoped,package_name,version,artifact_id,total_file,package_size,api_calls,function,threat_type
keras2onnx_1.7.0_py3-none-any-whl,pypi,,keras2onnx,1.7.0,py3-none-any-whl,47,386.8818359,NaN,NaN,benign
autobahn_23.6.2_tar-gz,pypi,,autobahn,23.6.2,tar-gz,256,2633.355469,NaN,NaN,benign
sacremoses_0.0.53_tar-gz,pypi,,sacremoses,0.0.53,tar-gz,90,1615.810547,NaN,NaN,benign
alarmageddon_1.1.2_py3-none-any-whl,pypi,,alarmageddon,1.1.2,py3-none-any-whl,35,173.8505859,NaN,NaN,benign
pykmip_0.10.0_tar-gz,pypi,,pykmip,0.10.0,tar-gz,258,5433.688477,NaN,NaN,benign
pandoc_2.3_tar-gz,pypi,,pandoc,2.3,tar-gz,21,248.4941406,NaN,NaN,benign
sparkdl_0.2.2_py3-none-any-whl,pypi,,sparkdl,0.2.2,py3-none-any-whl,65,278.3671875,NaN,NaN,benign
python-ldap_3.4.3_tar-gz,pypi,,python-ldap,3.4.3,tar-gz,175,1754.030273,NaN,NaN,benign
pycld2_0.41_tar-gz,pypi,,pycld2,0.41,tar-gz,107,105597.1025,NaN,NaN,benign
simplekml_1.3.6_tar-gz,pypi,,simplekml,1.3.6,tar-gz,27,262.5839844,NaN,NaN,benign
gsutil_5.26_tar-gz,pypi,,gsutil,5.26,tar-gz,1168,12945.76953,NaN,NaN,benign
ebcdic_1.1.1_py2-py3-none-any-whl,pypi,,ebcdic,1.1.1,py2-py3-none-any-whl,41,480.3222656,NaN,NaN,benign
signalfx_1.1.16_py2-py3-none-any-whl,pypi,,signalfx,1.1.16,py2-py3-none-any-whl,26,148.0244141,NaN,NaN,benign
apeye_1.4.1_tar-gz,pypi,,apeye,1.4.1,tar-gz,18,313.8466797,NaN,NaN,benign
apeye_1.4.1_py3-none-any-whl,pypi,,apeye,1.4.1,py3-none-any-whl,18,305.0869141,NaN,NaN,benign
tm1py_1.11.3_tar-gz,pypi,,tm1py,1.11.3,tar-gz,68,656.9707031,NaN,NaN,benign
names_0.3.0_tar-gz,pypi,,names,0.3.0,tar-gz,18,3237.869141,NaN,NaN,benign
memoization_0.4.0_tar-gz,pypi,,memoization,0.4.0,tar-gz,51,204.2548828,NaN,NaN,benign
umap-learn_0.5.4_tar-gz,pypi,,umap-learn,0.5.4,tar-gz,22,423.8349609,NaN,NaN,benign
typish_1.9.3_py3-none-any-whl,pypi,,typish,1.9.3,py3-none-any-whl,57,116.0585938,NaN,NaN,benign
seqeval_1.2.2_tar-gz,pypi,,seqeval,1.2.2,tar-gz,39,194.6845703,NaN,NaN,benign
ws4py_0.5.1_tar-gz,pypi,,ws4py,0.5.1,tar-gz,40,225.5136719,NaN,NaN,benign
julius_0.2.7_tar-gz,pypi,,julius,0.2.7,tar-gz,40,314.6201172,NaN,NaN,benign
pyhcl_0.4.5_tar-gz,pypi,,pyhcl,0.4.5,tar-gz,107,237.3818359,NaN,NaN,benign
pyhcl_0.4.5_py3-none-any-whl,pypi,,pyhcl,0.4.5,py3-none-any-whl,14,190.1162109,NaN,NaN,benign
azureml-train-automl-client_1.53.2_py3-none-any-whl,pypi,,azureml-train-automl-client,1.53.2,py3-none-any-whl,47,549.3251953,NaN,NaN,benign
pypdf3_1.0.6_tar-gz,pypi,,pypdf3,1.0.6,tar-gz,37,541.6591797,NaN,NaN,benign
kaggle_1.5.16_tar-gz,pypi,,kaggle,1.5.16,tar-gz,43,683.5595703,NaN,NaN,benign
systemd-python_235_tar-gz,pypi,,systemd-python,235,tar-gz,44,235.5771484,NaN,NaN,benign
wikipedia_1.4.0_tar-gz,pypi,,wikipedia,1.4.0,tar-gz,20,116.1777344,NaN,NaN,benign
arabic-reshaper_3.0.0_tar-gz,pypi,,arabic-reshaper,3.0.0,tar-gz,17,120.2568359,NaN,NaN,benign
arabic-reshaper_3.0.0_py3-none-any-whl,pypi,,arabic-reshaper,3.0.0,py3-none-any-whl,11,95.19238281,NaN,NaN,benign
pygerrit2_2.0.15_tar-gz,pypi,,pygerrit2,2.0.15,tar-gz,30,104.5820313,NaN,NaN,benign
basicsr_1.4.2_tar-gz,pypi,,basicsr,1.4.2,tar-gz,112,778.7294922,NaN,NaN,benign
nvidia-cudnn-cu11_8.9.5.29_py3-none-win-amd64-whl,pypi,,nvidia-cudnn-cu11,8.9.5.29,py3-none-win-amd64-whl,34,9185.292969,NaN,NaN,benign
nats-py_2.4.0_tar-gz,pypi,,nats-py,2.4.0,tar-gz,40,494.1386719,NaN,NaN,benign
fortnitepy_3.6.9_tar-gz,pypi,,fortnitepy,3.6.9,tar-gz,41,745.6445313,NaN,NaN,benign
jsonslicer_0.1.8_tar-gz,pypi,,jsonslicer,0.1.8,tar-gz,48,136.5605469,NaN,NaN,benign
swifter_1.4.0_tar-gz,pypi,,swifter,1.4.0,tar-gz,46,1786.054688,NaN,NaN,benign
mobly_1.12.2_tar-gz,pypi,,mobly,1.12.2,tar-gz,115,1055.220703,NaN,NaN,benign
dbus-python_1.3.2_tar-gz,pypi,,dbus-python,1.3.2,tar-gz,192,2583.59375,NaN,NaN,benign
dockerpty_0.4.1_tar-gz,pypi,,dockerpty,0.4.1,tar-gz,15,56.43652344,NaN,NaN,benign
teradata_15.10.0.21_tar-gz,pypi,,teradata,15.10.0.21,tar-gz,23,271.9140625,NaN,NaN,benign
flask-saml2_0.3.0_tar-gz,pypi,,flask-saml2,0.3.0,tar-gz,47,114.1835938,NaN,NaN,benign
ncclient_0.6.15_tar-gz,pypi,,ncclient,0.6.15,tar-gz,179,3345.067383,NaN,NaN,benign
timeout-decorator_0.5.0_tar-gz,pypi,,timeout-decorator,0.5.0,tar-gz,12,19.99902344,NaN,NaN,benign
lit_17.0.3_tar-gz,pypi,,lit,17.0.3,tar-gz,509,547.1503906,NaN,NaN,benign
cron-descriptor_1.4.0_tar-gz,pypi,,cron-descriptor,1.4.0,tar-gz,40,129.0253906,NaN,NaN,benign
asset_0.6.13_tar-gz,pypi,,asset,0.6.13,tar-gz,27,114.0224609,NaN,NaN,benign
ibm-cos-sdk-s3transfer_2.13.2_tar-gz,pypi,,ibm-cos-sdk-s3transfer,2.13.2,tar-gz,65,727.078125,NaN,NaN,benign
fvcore_0.1.5.post20221221_tar-gz,pypi,,fvcore,0.1.5.post20221221,tar-gz,37,193.5341797,NaN,NaN,benign
etcd3_0.12.0_tar-gz,pypi,,etcd3,0.12.0,tar-gz,47,383.9306641,NaN,NaN,benign
sigmatools_0.23.1_tar-gz,pypi,,sigmatools,0.23.1,tar-gz,162,1206.380859,NaN,NaN,benign
optimum_1.13.2_tar-gz,pypi,,optimum,1.13.2,tar-gz,137,1609.904297,NaN,NaN,benign
pyfunctional_1.4.3_tar-gz,pypi,,pyfunctional,1.4.3,tar-gz,41,239.7929688,NaN,NaN,benign
pyfunctional_1.4.3_py3-none-any-whl,pypi,,pyfunctional,1.4.3,py3-none-any-whl,40,194.9892578,NaN,NaN,benign
mitmproxy_10.1.1_py3-none-any-whl,pypi,,mitmproxy,10.1.1,py3-none-any-whl,293,4330.267578,NaN,NaN,benign
neobolt_1.7.17_tar-gz,pypi,,neobolt,1.7.17,tar-gz,34,1436.580078,NaN,NaN,benign
pgpy_0.6.0_tar-gz,pypi,,pgpy,0.6.0,tar-gz,197,1337.255859,NaN,NaN,benign
salesforce-api_0.1.45_tar-gz,pypi,,salesforce-api,0.1.45,tar-gz,54,113.8701172,NaN,NaN,benign
anyscale_0.5.149_tar-gz,pypi,,anyscale,0.5.149,tar-gz,994,8964.196289,NaN,NaN,benign
gdal_3.7.2_tar-gz,pypi,,gdal,3.7.2,tar-gz,134,6206.579102,NaN,NaN,benign
pyhdfe_0.2.0_tar-gz,pypi,,pyhdfe,0.2.0,tar-gz,41,119.3779297,NaN,NaN,benign
pyhdfe_0.2.0_py3-none-any-whl,pypi,,pyhdfe,0.2.0,py3-none-any-whl,13,63.22851563,NaN,NaN,benign
azureml-sdk_1.53.0_py3-none-any-whl,pypi,,azureml-sdk,1.53.0,py3-none-any-whl,5,4.833984375,NaN,NaN,benign
google-cloud-profiler_4.1.0_tar-gz,pypi,,google-cloud-profiler,4.1.0,tar-gz,30,116.0898438,NaN,NaN,benign
django-copybook_1.2.1_tar-gz,pypi,,django-copybook,1.2.1,tar-gz,34,74.81835938,NaN,NaN,benign
httpretty_1.1.4_tar-gz,pypi,,httpretty,1.1.4,tar-gz,83,2645.446289,NaN,NaN,benign
fcm-django_2.0.0_tar-gz,pypi,,fcm-django,2.0.0,tar-gz,32,64.17773438,NaN,NaN,benign
ip3country_0.2.0_tar-gz,pypi,,ip3country,0.2.0,tar-gz,14,417.3935547,NaN,NaN,benign
python-whois_0.8.0_tar-gz,pypi,,python-whois,0.8.0,tar-gz,21,422.0800781,NaN,NaN,benign
python-gflags_3.1.2_tar-gz,pypi,,python-gflags,3.1.2,tar-gz,34,201.0751953,NaN,NaN,benign
flask-bootstrap_3.3.7.1_tar-gz,pypi,,flask-bootstrap,3.3.7.1,tar-gz,37,1608.649414,NaN,NaN,benign
django-json-widget_1.1.1_tar-gz,pypi,,django-json-widget,1.1.1,tar-gz,26,945.8818359,NaN,NaN,benign
pysmb_1.2.9.1_zip,pypi,,pysmb,1.2.9.1,zip,269,4628.59668,NaN,NaN,benign
tensorflow-estimator_2.14.0_py2-py3-none-any-whl,pypi,,tensorflow-estimator,2.14.0,py2-py3-none-any-whl,120,1793.30957,NaN,NaN,benign
pyhamcrest_2.0.4_tar-gz,pypi,,pyhamcrest,2.0.4,tar-gz,146,278.0390625,NaN,NaN,benign
pyhamcrest_2.0.4_py3-none-any-whl,pypi,,pyhamcrest,2.0.4,py3-none-any-whl,62,116.0214844,NaN,NaN,benign
msgpack-python_0.5.6_tar-gz,pypi,,msgpack-python,0.5.6,tar-gz,35,938.4199219,NaN,NaN,benign
pact-python_2.0.1_tar-gz,pypi,,pact-python,2.0.1,tar-gz,31,88432.80566,NaN,NaN,benign
pyscreeze_0.1.29_tar-gz,pypi,,pyscreeze,0.1.29,tar-gz,23,102.3564453,NaN,NaN,benign
svglib_1.5.1_tar-gz,pypi,,svglib,1.5.1,tar-gz,49,3351.736328,NaN,NaN,benign
tf2onnx_1.15.1_py3-none-any-whl,pypi,,tf2onnx,1.15.1,py3-none-any-whl,260,1683.082031,NaN,NaN,benign
theano-pymc_1.1.2_tar-gz,pypi,,theano-pymc,1.1.2,tar-gz,485,7858.361328,NaN,NaN,benign
iopath_0.1.10_tar-gz,pypi,,iopath,0.1.10,tar-gz,33,184.5996094,NaN,NaN,benign
awsebcli_3.20.10_tar-gz,pypi,,awsebcli,3.20.10,tar-gz,196,1252.654297,NaN,NaN,benign
dash-renderer_1.9.1_tar-gz,pypi,,dash-renderer,1.9.1,tar-gz,20,4833.348633,NaN,NaN,benign
fairscale_0.4.13_tar-gz,pypi,,fairscale,0.4.13,tar-gz,141,1053.256836,NaN,NaN,benign
dj-rest-auth_5.0.1_tar-gz,pypi,,dj-rest-auth,5.0.1,tar-gz,205,508.234375,NaN,NaN,benign
hnswlib_0.7.0_tar-gz,pypi,,hnswlib,0.7.0,tar-gz,20,149.3535156,NaN,NaN,benign
pyhdb_0.3.4_tar-gz,pypi,,pyhdb,0.3.4,tar-gz,39,182.0371094,NaN,NaN,benign
keplergl_0.3.2_tar-gz,pypi,,keplergl,0.3.2,tar-gz,52,37007.28613,NaN,NaN,benign
argcomplete_3.1.2_tar-gz,pypi,,argcomplete,3.1.2,tar-gz,57,283.9023438,NaN,NaN,benign
argcomplete_3.1.2_py3-none-any-whl,pypi,,argcomplete,3.1.2,py3-none-any-whl,23,120.2138672,NaN,NaN,benign
lightfm_1.17_tar-gz,pypi,,lightfm,1.17,tar-gz,21,2600.228516,NaN,NaN,benign
mysql-connector-python-rf_2.2.2_tar-gz,pypi,,mysql-connector-python-rf,2.2.2,tar-gz,154,29519.58984,NaN,NaN,benign
pysqlite3_0.5.2_tar-gz,pypi,,pysqlite3,0.5.2,tar-gz,32,213.6572266,NaN,NaN,benign
user-agent_0.1.10_tar-gz,pypi,,user-agent,0.1.10,tar-gz,34,119.2060547,NaN,NaN,benign
pykerberos_1.2.4_tar-gz,pypi,,pykerberos,1.2.4,tar-gz,22,113.0273438,NaN,NaN,benign
pubnub_7.3.0_tar-gz,pypi,,pubnub,7.3.0,tar-gz,170,416.7919922,NaN,NaN,benign
python-nvd3_0.15.0_tar-gz,pypi,,python-nvd3,0.15.0,tar-gz,63,146.4082031,NaN,NaN,benign
openai-whisper_20230918_tar-gz,pypi,,openai-whisper,20230918,tar-gz,32,1831.389648,NaN,NaN,benign
paho-mqtt_1.6.1_tar-gz,pypi,,paho-mqtt,1.6.1,tar-gz,50,432.3183594,NaN,NaN,benign
teradatasql_17.20.0.31_py3-none-any-whl,pypi,,teradatasql,17.20.0.31,py3-none-any-whl,45,68197.84766,NaN,NaN,benign
pyglet_2.0.9_zip,pypi,,pyglet,2.0.9,zip,789,16287.47559,NaN,NaN,benign
pyglet_2.0.9_py3-none-any-whl,pypi,,pyglet,2.0.9,py3-none-any-whl,209,3806.878906,NaN,NaN,benign
multiprocessing_2.6.2.1_tar-gz,pypi,,multiprocessing,2.6.2.1,tar-gz,49,424.2929688,NaN,NaN,benign
pyspark_3.5.0_tar-gz,pypi,,pyspark,3.5.0,tar-gz,771,282335.3896,NaN,NaN,benign
luigi_3.4.0_tar-gz,pypi,,luigi,3.4.0,tar-gz,278,3760.232422,NaN,NaN,benign
c7n_0.9.32_py3-none-any-whl,pypi,,c7n,0.9.32,py3-none-any-whl,172,2360.416992,NaN,NaN,benign
kaleido_0.2.1.post1_py2-py3-none-manylinux2014-armv7l-whl,pypi,,kaleido,0.2.1.post1,py2-py3-none-manylinux2014-armv7l-whl,840,29439.85449,NaN,NaN,benign
lap_0.4.0_tar-gz,pypi,,lap,0.4.0,tar-gz,18,1926.816406,NaN,NaN,benign
pygeoif_1.1.0_tar-gz,pypi,,pygeoif,1.1.0,tar-gz,38,226.3261719,NaN,NaN,benign
pygeoif_1.1.0_py3-none-any-whl,pypi,,pygeoif,1.1.0,py3-none-any-whl,12,77.04003906,NaN,NaN,benign
flask-testing_0.8.1_tar-gz,pypi,,flask-testing,0.8.1,tar-gz,35,107.3603516,NaN,NaN,benign
minikanren_1.0.3_tar-gz,pypi,,minikanren,1.0.3,tar-gz,23,163.8730469,NaN,NaN,benign
bigquery-schema-generator_1.5.1_tar-gz,pypi,,bigquery-schema-generator,1.5.1,tar-gz,14,171.8691406,NaN,NaN,benign
pygsheets_2.0.6_tar-gz,pypi,,pygsheets,2.0.6,tar-gz,28,801.1386719,NaN,NaN,benign
pygsheets_2.0.6_py3-none-any-whl,pypi,,pygsheets,2.0.6,py3-none-any-whl,22,772.6660156,NaN,NaN,benign
ibm-platform-services_0.45.0_tar-gz,pypi,,ibm-platform-services,0.45.0,tar-gz,37,2773.334961,NaN,NaN,benign
pynndescent_0.5.10_tar-gz,pypi,,pynndescent,0.5.10,tar-gz,32,2039.039063,NaN,NaN,benign
device-detector_5.0.1_tar-gz,pypi,,device-detector,5.0.1,tar-gz,201,1297.466797,NaN,NaN,benign
cloudflare_2.12.4_tar-gz,pypi,,cloudflare,2.12.4,tar-gz,67,352.4277344,NaN,NaN,benign
autocorrect_2.6.1_tar-gz,pypi,,autocorrect,2.6.1,tar-gz,7,615.3271484,NaN,NaN,benign
pygithub_2.1.1_tar-gz,pypi,,pygithub,2.1.1,tar-gz,1154,27514.3457,NaN,NaN,benign
pygithub_2.1.1_py3-none-any-whl,pypi,,pygithub,2.1.1,py3-none-any-whl,146,1301.287109,NaN,NaN,benign
django-rest-auth_0.9.5_tar-gz,pypi,,django-rest-auth,0.9.5,tar-gz,74,218.8613281,NaN,NaN,benign
distance_0.1.3_tar-gz,pypi,,distance,0.1.3,tar-gz,174,253.0800781,NaN,NaN,benign
dash-daq_0.5.0_tar-gz,pypi,,dash-daq,0.5.0,tar-gz,38,2672.330078,NaN,NaN,benign
urlobject_2.4.3_tar-gz,pypi,,urlobject,2.4.3,tar-gz,29,109.8105469,NaN,NaN,benign
sasl_0.3.1_tar-gz,pypi,,sasl,0.3.1,tar-gz,14,289.5683594,NaN,NaN,benign
pysftp_0.2.9_tar-gz,pypi,,pysftp,0.2.9,tar-gz,22,97.39453125,NaN,NaN,benign
smartystreets-python-sdk_4.12.0_tar-gz,pypi,,smartystreets-python-sdk,4.12.0,tar-gz,82,88.04492188,NaN,NaN,benign
cloudinary_1.36.0_tar-gz,pypi,,cloudinary,1.36.0,tar-gz,81,845.2597656,NaN,NaN,benign
localstack-ext_2.3.2_tar-gz,pypi,,localstack-ext,2.3.2,tar-gz,560,17341.00879,NaN,NaN,benign
pydoop_2.0.0_tar-gz,pypi,,pydoop,2.0.0,tar-gz,295,2314.286133,NaN,NaN,benign
scapy_2.5.0_tar-gz,pypi,,scapy,2.5.0,tar-gz,353,6425.667969,NaN,NaN,benign
python-neutronclient_11.0.0_tar-gz,pypi,,python-neutronclient,11.0.0,tar-gz,304,1264.658203,NaN,NaN,benign
python-neutronclient_11.0.0_py3-none-any-whl,pypi,,python-neutronclient,11.0.0,py3-none-any-whl,173,1138.510742,NaN,NaN,benign
tensorflow-hub_0.15.0_py2-py3-none-any-whl,pypi,,tensorflow-hub,0.15.0,py2-py3-none-any-whl,30,244.3242188,NaN,NaN,benign
font-roboto_0.0.1_tar-gz,pypi,,font-roboto,0.0.1,tar-gz,27,3763.547852,NaN,NaN,benign
img2pdf_0.4.4_tar-gz,pypi,,img2pdf,0.4.4,tar-gz,35,517.7001953,NaN,NaN,benign
intervaltree_3.1.0_tar-gz,pypi,,intervaltree,3.1.0,tar-gz,17,134.9541016,NaN,NaN,benign
kfp_2.3.0_tar-gz,pypi,,kfp,2.3.0,tar-gz,224,2041.783203,NaN,NaN,benign
awscli-cwlogs_1.4.6_tar-gz,pypi,,awscli-cwlogs,1.4.6,tar-gz,25,155.0654297,NaN,NaN,benign
pyrepl_0.9.0_tar-gz,pypi,,pyrepl,0.9.0,tar-gz,51,185.1347656,NaN,NaN,benign
ezodf_0.3.2_tar-gz,pypi,,ezodf,0.3.2,tar-gz,103,475.4609375,NaN,NaN,benign
oss2_2.18.2_tar-gz,pypi,,oss2,2.18.2,tar-gz,149,1581.041992,NaN,NaN,benign
jupyter-nbextensions-configurator_0.6.3_py2-py3-none-any-whl,pypi,,jupyter-nbextensions-configurator,0.6.3,py2-py3-none-any-whl,29,590.7822266,NaN,NaN,benign
sqlalchemy-hana_0.5.0_tar-gz,pypi,,sqlalchemy-hana,0.5.0,tar-gz,28,87.79785156,NaN,NaN,benign
pymel_1.4.0_py2-py3-none-any-whl,pypi,,pymel,1.4.0,py2-py3-none-any-whl,158,96040.54883,NaN,NaN,benign
purecloudplatformclientv2_188.0.0_tar-gz,pypi,,purecloudplatformclientv2,188.0.0,tar-gz,4125,40944.0,NaN,NaN,benign
mmengine_0.9.0_py3-none-any-whl,pypi,,mmengine,0.9.0,py3-none-any-whl,162,1691.168945,NaN,NaN,benign
pyxb_1.2.6_tar-gz,pypi,,pyxb,1.2.6,tar-gz,980,39818.76855,NaN,NaN,benign
azure-mgmt_5.0.0_zip,pypi,,azure-mgmt,5.0.0,zip,10,8.169921875,NaN,NaN,benign
tensorflow-model-optimization_0.7.5_py2-py3-none-any-whl,pypi,,tensorflow-model-optimization,0.7.5,py2-py3-none-any-whl,116,769.2958984,NaN,NaN,benign
moviepy_1.0.3_tar-gz,pypi,,moviepy,1.0.3,tar-gz,196,689.9970703,NaN,NaN,benign
invisible-watermark_0.2.0_py3-none-any-whl,pypi,,invisible-watermark,0.2.0,py3-none-any-whl,13,1734.171875,NaN,NaN,benign
dist-keras_0.2.1_tar-gz,pypi,,dist-keras,0.2.1,tar-gz,19,119.5097656,NaN,NaN,benign
jieba_0.42.1_tar-gz,pypi,,jieba,0.42.1,tar-gz,76,37427.75293,NaN,NaN,benign
mailchimp-marketing_3.0.80_py3-none-any-whl,pypi,,mailchimp-marketing,3.0.80,py3-none-any-whl,37,1436.049805,NaN,NaN,benign
beaker_1.12.1_tar-gz,pypi,,beaker,1.12.1,tar-gz,67,295.9365234,NaN,NaN,benign
mdutils_1.6.0_tar-gz,pypi,,mdutils,1.6.0,tar-gz,27,103.9833984,NaN,NaN,benign
apache-superset_3.0.1_tar-gz,pypi,,apache-superset,3.0.1,tar-gz,2323,142528.5674,NaN,NaN,benign
pyicu_2.11_tar-gz,pypi,,pyicu,2.11,tar-gz,108,1633.258789,NaN,NaN,benign
typed-argument-parser_1.8.1_tar-gz,pypi,,typed-argument-parser,1.8.1,tar-gz,22,246.6992188,NaN,NaN,benign
matplotlib-venn_0.11.9_tar-gz,pypi,,matplotlib-venn,0.11.9,tar-gz,22,120.7724609,NaN,NaN,benign
tf-slim_1.1.0_py2-py3-none-any-whl,pypi,,tf-slim,1.1.0,py2-py3-none-any-whl,92,1820.964844,NaN,NaN,benign
docopt_0.6.2_tar-gz,pypi,,docopt,0.6.2,tar-gz,28,96.40234375,NaN,NaN,benign
fasttext_0.9.2_tar-gz,pypi,,fasttext,0.9.2,tar-gz,51,307.5605469,NaN,NaN,benign
pbtools_0.47.0_tar-gz,pypi,,pbtools,0.47.0,tar-gz,174,1374.789063,NaN,NaN,benign
pyu2f_0.1.5_tar-gz,pypi,,pyu2f,0.1.5,tar-gz,30,105.1748047,NaN,NaN,benign
unidic-lite_1.0.8_tar-gz,pypi,,unidic-lite,1.0.8,tar-gz,29,1221.887695,NaN,NaN,benign
pydotplus_2.0.2_tar-gz,pypi,,pydotplus,2.0.2,tar-gz,249,998.1640625,NaN,NaN,benign
snakebite-py3_3.0.5_tar-gz,pypi,,snakebite-py3,3.0.5,tar-gz,42,557.4169922,NaN,NaN,benign
ml-collections_0.1.1_tar-gz,pypi,,ml-collections,0.1.1,tar-gz,50,342.0214844,NaN,NaN,benign
rule-engine_4.1.0_tar-gz,pypi,,rule-engine,4.1.0,tar-gz,21,168.8662109,NaN,NaN,benign
alembic-utils_0.8.1_tar-gz,pypi,,alembic-utils,0.8.1,tar-gz,29,83.06738281,NaN,NaN,benign
cloudsmith-cli_1.1.1_py2-py3-none-any-whl,pypi,,cloudsmith-cli,1.1.1,py2-py3-none-any-whl,92,321.7304688,NaN,NaN,benign
azureml-dataset-runtime_1.53.0_py3-none-any-whl,pypi,,azureml-dataset-runtime,1.53.0,py3-none-any-whl,5,2.611328125,NaN,NaN,benign
esprima_4.0.1_tar-gz,pypi,,esprima,4.0.1,tar-gz,31,278.9267578,NaN,NaN,benign
strip-hints_0.1.10_tar-gz,pypi,,strip-hints,0.1.10,tar-gz,35,101.5966797,NaN,NaN,benign
langid_1.1.6_tar-gz,pypi,,langid,1.1.6,tar-gz,26,2564.277344,NaN,NaN,benign
pykwalify_1.8.0_tar-gz,pypi,,pykwalify,1.8.0,tar-gz,142,279.6435547,NaN,NaN,benign
pykwalify_1.8.0_py2-py3-none-any-whl,pypi,,pykwalify,1.8.0,py2-py3-none-any-whl,13,106.984375,NaN,NaN,benign
pure-python-adb_0.3.0.dev0_tar-gz,pypi,,pure-python-adb,0.3.0.dev0,tar-gz,48,120.8144531,NaN,NaN,benign
pygrok_1.0.0_tar-gz,pypi,,pygrok,1.0.0,tar-gz,33,71.46582031,NaN,NaN,benign
singer-python_5.13.0_tar-gz,pypi,,singer-python,5.13.0,tar-gz,35,137.3388672,NaN,NaN,benign
pytest-incremental_0.6.0_tar-gz,pypi,,pytest-incremental,0.6.0,tar-gz,31,88.45605469,NaN,NaN,benign
carto_1.11.3_tar-gz,pypi,,carto,1.11.3,tar-gz,37,118.6474609,NaN,NaN,benign
pyqt5-qt5_5.15.11_py3-none-macosx-10-13-x86-64-whl,pypi,,pyqt5-qt5,5.15.11,py3-none-macosx-10-13-x86-64-whl,1550,102004.6934,NaN,NaN,benign
pygtrie_2.5.0_tar-gz,pypi,,pygtrie,2.5.0,tar-gz,11,150.3271484,NaN,NaN,benign
pygtrie_2.5.0_py3-none-any-whl,pypi,,pygtrie,2.5.0,py3-none-any-whl,6,87.97558594,NaN,NaN,benign
telethon_1.31.1_tar-gz,pypi,,telethon,1.31.1,tar-gz,155,3939.630859,NaN,NaN,benign
thrift_0.16.0_tar-gz,pypi,,thrift,0.16.0,tar-gz,54,297.3193359,NaN,NaN,benign
tensorflow-transform_1.14.0_py3-none-any-whl,pypi,,tensorflow-transform,1.14.0,py3-none-any-whl,108,1942.37793,NaN,NaN,benign
pyhanko_0.20.1_tar-gz,pypi,,pyhanko,0.20.1,tar-gz,125,1451.228516,NaN,NaN,benign
pyhanko_0.20.1_py3-none-any-whl,pypi,,pyhanko,0.20.1,py3-none-any-whl,120,1438.704102,NaN,NaN,benign
fbprophet_0.7.1_tar-gz,pypi,,fbprophet,0.7.1,tar-gz,33,297.0117188,NaN,NaN,benign
pyvmomi_8.0.2.0_tar-gz,pypi,,pyvmomi,8.0.2.0,tar-gz,168,8415.524414,NaN,NaN,benign
crcmod_1.7_tar-gz,pypi,,crcmod,1.7,tar-gz,51,380.8037109,NaN,NaN,benign
csscompressor_0.9.5_tar-gz,pypi,,csscompressor,0.9.5,tar-gz,18,614.5947266,NaN,NaN,benign
fs-gcsfs_1.5.1_tar-gz,pypi,,fs-gcsfs,1.5.1,tar-gz,28,75.08789063,NaN,NaN,benign
theano_1.0.5_tar-gz,pypi,,theano,1.0.5,tar-gz,635,11938.27051,NaN,NaN,benign
googlemaps_4.10.0_tar-gz,pypi,,googlemaps,4.10.0,tar-gz,27,132.9970703,NaN,NaN,benign
pycurl_7.45.2_tar-gz,pypi,,pycurl,7.45.2,tar-gz,236,925.8984375,NaN,NaN,benign
django-impersonate_1.9.1_tar-gz,pypi,,django-impersonate,1.9.1,tar-gz,20,111.2060547,NaN,NaN,benign
psycopg-c_3.1.12_tar-gz,pypi,,psycopg-c,3.1.12,tar-gz,26,5901.65625,NaN,NaN,benign
pyminizip_0.2.6_tar-gz,pypi,,pyminizip,0.2.6,tar-gz,77,1069.728516,NaN,NaN,benign
iso-639_0.4.5_tar-gz,pypi,,iso-639,0.4.5,tar-gz,19,487.0136719,NaN,NaN,benign
pywebpush_1.14.0_tar-gz,pypi,,pywebpush,1.14.0,tar-gz,23,93.04199219,NaN,NaN,benign
english-words_2.0.1_tar-gz,pypi,,english-words,2.0.1,tar-gz,22,16894.10449,NaN,NaN,benign
pypika_0.48.9_tar-gz,pypi,,pypika,0.48.9,tar-gz,27,312.3115234,NaN,NaN,benign
pylama_8.4.1_tar-gz,pypi,,pylama,8.4.1,tar-gz,41,115.8505859,NaN,NaN,benign
pylama_8.4.1_py3-none-any-whl,pypi,,pylama,8.4.1,py3-none-any-whl,31,78.33691406,NaN,NaN,benign
python-quickbooks_0.9.4_tar-gz,pypi,,python-quickbooks,0.9.4,tar-gz,64,161.125,NaN,NaN,benign
applicationinsights_0.11.10_tar-gz,pypi,,applicationinsights,0.11.10,tar-gz,104,333.2226563,NaN,NaN,benign
applicationinsights_0.11.10_py2-py3-none-any-whl,pypi,,applicationinsights,0.11.10,py2-py3-none-any-whl,57,186.7597656,NaN,NaN,benign
cpuset-py3_1.0.2_py3-none-any-whl,pypi,,cpuset-py3,1.0.2,py3-none-any-whl,19,125.6171875,NaN,NaN,benign
django-cacheops_7.0.1_tar-gz,pypi,,django-cacheops,7.0.1,tar-gz,61,256.2832031,NaN,NaN,benign
azureml-featurestore_0.1.0b5_py3-none-any-whl,pypi,,azureml-featurestore,0.1.0b5,py3-none-any-whl,98,414.3466797,NaN,NaN,benign
tensorflow-model-analysis_0.45.0_py3-none-any-whl,pypi,,tensorflow-model-analysis,0.45.0,py3-none-any-whl,323,8326.652344,NaN,NaN,benign
